time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2000-12-25T13:51:51.520Z,34.93,31.855,10,2.9,ml,6,,,,us,usp000a6qg,2014-11-07T01:11:46.369Z,"48 km W of Pégeia, Cyprus",earthquake,,,,,reviewed,css,css
2000-12-25T10:39:16.870Z,-7.042,150.423,33,4.1,mb,7,,,1.09,us,usp000a6qb,2014-11-07T01:11:46.319Z,"133 km SE of Kandrian, Papua New Guinea",earthquake,,,,2,reviewed,us,us
2000-12-25T10:37:43.640Z,-4.502,153.047,33,4.2,mb,9,,,1.25,us,usp000a6qa,2014-11-07T01:11:46.318Z,"88 km ESE of Kokopo, Papua New Guinea",earthquake,,,,1,reviewed,us,us
2000-12-25T10:13:54.780Z,40.325,51.567,33,3.9,mb,12,,,1.19,us,usp000a6q7,2014-11-07T01:11:46.308Z,"106 km E of Pirallah?, Azerbaijan",earthquake,,,,2,reviewed,us,us
2000-12-25T10:11:09.370Z,-4.987,148.657,33,4.8,mb,17,,,1.28,us,usp000a6q6,2014-11-07T01:11:46.306Z,"167 km NW of Kandrian, Papua New Guinea",earthquake,,,,4,reviewed,us,us
2000-12-25T07:24:54.640Z,-2.01,127.691,33,4.1,mb,9,,,1.07,us,usp000a6q3,2014-11-07T01:11:46.281Z,"194 km NNW of Ambon, Indonesia",earthquake,,,,3,reviewed,us,us
2000-12-25T04:39:05.670Z,11.449,125.788,33,4.7,mb,22,,,0.75,us,usp000a6pz,2014-11-07T01:11:46.247Z,"22 km NE of Hernani, Philippines",earthquake,,,,2,reviewed,us,us
2000-12-25T04:37:25.710Z,-5.814,128.945,200,,,7,,,0.7,us,usp000a6py,2014-11-07T01:11:46.246Z,"249 km SSE of Ambon, Indonesia",earthquake,,,,,reviewed,us,us
2000-12-25T03:00:15.440Z,40.278,50.091,33,4.4,mb,39,,,0.87,us,usp000a6ps,2014-11-07T01:11:46.228Z,"10 km S of Hövsan, Azerbaijan",earthquake,,,,21,reviewed,us,us
2000-12-25T01:58:58.670Z,28.612,35.009,10,4.5,ml,15,,,0.77,us,usp000a6pp,2014-11-07T01:11:46.214Z,"52 km ENE of Dahab, Egypt",earthquake,,,,,reviewed,us,gii
2000-12-25T01:19:37.240Z,-6.512,155.029,33,4.3,mb,12,,,1.14,us,usp000a6pn,2014-11-07T01:11:46.211Z,"54 km WSW of Panguna, Papua New Guinea",earthquake,,,,2,reviewed,us,us
2000-12-25T01:02:16.800Z,35.47,26.13,5,3.8,md,6,,,,us,usp000a6pk,2014-11-07T01:11:46.207Z,"29 km N of Sitia, Greece",earthquake,,,,,reviewed,ath,ath
2000-12-24T21:09:27.760Z,39.241,71.297,33,3.6,mb,9,,,1.09,us,usp000a6pf,2014-11-07T01:11:46.199Z,"19 km W of Karakenja, Tajikistan",earthquake,,,,1,reviewed,us,us
2000-12-24T20:08:51.600Z,52.509,172.376,33,,,5,,,0.64,us,usp000a6pb,2014-11-07T01:11:46.192Z,"66 km SW of Attu Station, Alaska",earthquake,,,,,reviewed,us,us
2000-12-24T19:40:35.520Z,17.883,147.204,33,4.6,mb,27,,,1.01,us,usp000a6pa,2014-11-07T01:11:46.190Z,"Mariana Islands region",earthquake,,,,5,reviewed,us,us
2000-12-24T19:05:15.700Z,34.314,26.36,33,3.7,mb,10,,,0.62,us,usp000a6p7,2014-11-07T01:11:46.182Z,"95 km SE of Ierápetra, Greece",earthquake,,,,2,reviewed,us,us
2000-12-24T17:28:10.980Z,-7.857,158.36,33,,,7,,,0.94,us,usp000a6p1,2014-11-07T01:11:46.172Z,"139 km WNW of Buala, Solomon Islands",earthquake,,,,,reviewed,us,us
2000-12-24T17:05:30.510Z,-6.683,153.721,33,4.2,mb,13,,,0.98,us,usp000a6nz,2014-11-07T01:11:46.165Z,"199 km WSW of Panguna, Papua New Guinea",earthquake,,,,4,reviewed,us,us
2000-12-24T16:30:19.460Z,40.244,49.985,33,3.2,mb,11,,,0.94,us,usp000a6nw,2014-11-07T01:11:46.156Z,"16 km SSW of Hövsan, Azerbaijan",earthquake,,,,1,reviewed,us,us
2000-12-24T15:35:22.440Z,-4.896,152.966,33,4.8,mb,7,,,1.18,us,usp000a6nt,2014-11-07T01:11:46.151Z,"98 km SE of Kokopo, Papua New Guinea",earthquake,,,,2,reviewed,us,us
2000-12-24T15:31:40.550Z,-4.527,101.885,33,4.6,mb,25,,,0.74,us,usp000a6ns,2014-11-07T01:11:46.148Z,"90 km SSW of Bengkulu, Indonesia",earthquake,,,,9,reviewed,us,us
2000-12-24T15:21:24.560Z,-4.309,153.07,33,4.5,mb,15,,,1.43,us,usp000a6nr,2014-11-07T01:11:46.147Z,"89 km E of Kokopo, Papua New Guinea",earthquake,,,,4,reviewed,us,us
2000-12-24T12:33:53.930Z,36.677,71.501,185,3,mb,11,,,1.14,us,usp000a6nh,2014-11-07T01:11:46.127Z,"2 km WSW of Ashk?sham, Afghanistan",earthquake,,15.5,,1,reviewed,us,us
2000-12-24T11:30:47.500Z,38.615,40.259,10,4.6,mb,76,,,1.13,us,usp000a6nf,2014-11-07T01:11:46.117Z,"13 km ENE of Ar?cak, Turkey",earthquake,,,,37,reviewed,us,us
2000-12-24T11:21:58.260Z,23.971,69.763,10,4.6,mb,14,,,1.34,us,usp000a6nd,2020-09-18T18:02:23.854Z,"57 km SSE of Diplo, Pakistan",earthquake,,,,2,reviewed,us,us
2000-12-24T10:46:57.180Z,28.267,142.914,33,4.1,mb,10,,,1.17,us,usp000a6nc,2014-11-07T01:11:46.113Z,"Bonin Islands, Japan region",earthquake,,,,3,reviewed,us,us
2000-12-24T08:04:46.450Z,35.92,89.32,33,,,6,,,1.19,us,usp000a6n8,2014-11-07T01:11:46.107Z,"western Xizang",earthquake,,,,,reviewed,us,us
2000-12-24T07:34:30.790Z,11.868,140.078,33,4.9,mb,17,,,1.28,us,usp000a6n7,2014-11-07T01:11:46.104Z,"237 km NNW of Fais, Micronesia",earthquake,,,,5,reviewed,us,us
2000-12-24T05:43:07.630Z,5.427,126.815,33,4.3,mb,11,,,0.96,us,usp000a6n2,2014-11-07T01:11:46.094Z,"125 km SE of Pondaguitan, Philippines",earthquake,,,,4,reviewed,us,us
2000-12-24T04:23:02.610Z,-4.278,123.359,33,4.9,mb,28,,,0.86,us,usp000a6mz,2014-11-07T01:11:46.085Z,"99 km ESE of Kendari, Indonesia",earthquake,,,,15,reviewed,us,us
2000-12-24T03:24:19.850Z,-5.583,152.848,33,4.5,mb,17,,,1.14,us,usp000a6my,2014-11-07T01:11:46.083Z,"151 km SSE of Kokopo, Papua New Guinea",earthquake,,,,5,reviewed,us,us
2000-12-24T03:11:07.450Z,-4.196,123.247,33,5.6,mwc,55,,,1.18,us,usp000a6mx,2022-04-29T19:02:12.679Z,"84 km ESE of Kendari, Indonesia",earthquake,,,,,reviewed,us,hrv
2000-12-24T00:50:25.320Z,-0.38,123.398,33,3.9,mb,9,,,1.33,us,usp000a6mr,2014-11-07T01:11:46.057Z,"92 km NE of Luwuk, Indonesia",earthquake,,,,2,reviewed,us,us
2000-12-23T19:58:49.780Z,37.286,57.966,33,4.3,mb,14,,,1.42,us,usp000a6mg,2014-11-07T01:11:46.018Z,"12 km SSE of Sh?rv?n, Iran",earthquake,,,,2,reviewed,us,us
2000-12-23T19:39:20.900Z,36.41,27.09,130,,,6,,,,us,usp000a6mf,2014-11-07T01:11:46.017Z,"22 km S of Mandráki, Greece",earthquake,,,,,reviewed,ath,us
2000-12-23T19:38:06.790Z,13.274,93.326,33,,,5,,,0.81,us,usp000a6me,2014-11-07T01:11:46.016Z,"186 km NNE of Bamboo Flat, India",earthquake,,,,,reviewed,us,us
2000-12-23T19:24:28.310Z,36.907,27.055,21.2,3.1,md,4,,,,us,usp000a6mc,2014-11-07T01:11:46.013Z,"7 km SE of Kálymnos, Greece",earthquake,,,,,reviewed,isk,isk
2000-12-23T16:39:08.300Z,1.696,97.018,33,4.8,mb,26,,,0.73,us,usp000a6ma,2014-11-07T01:11:46.008Z,"107 km SW of Singkil, Indonesia",earthquake,,,,7,reviewed,us,us
2000-12-23T15:37:29.290Z,-5.82,151.468,33,4.4,mb,10,,,1.33,us,usp000a6m9,2014-11-07T01:11:46.007Z,"150 km ESE of Kimbe, Papua New Guinea",earthquake,,,,1,reviewed,us,us
