time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2005-12-08T15:39:07.930Z,44.903,137.744,194.9,4.1,mb,14,228.8,,0.46,us,usp000e5t5,2014-11-07T01:27:51.937Z,"91 km E of Terney, Russia",earthquake,,61.7,,6,reviewed,us,us
2005-12-08T10:49:36.010Z,26.757,140.722,141.8,4.5,mb,12,121.6,,1.08,us,usp000e5sp,2014-11-07T01:27:51.903Z,"Bonin Islands, Japan region",earthquake,,48.2,,1,reviewed,us,us
2005-12-08T07:08:49.400Z,33.326,142.439,35,4,mwr,8,158.7,,1.01,us,usp000e5s5,2014-11-07T01:27:51.796Z,"281 km SE of Katsuura, Japan",earthquake,,,,,reviewed,us,nied
2005-12-08T05:19:06.320Z,36.176,137.477,230.8,4.3,mb,8,125.5,,0.53,us,usp000e5rz,2014-11-07T01:27:51.772Z,"20 km ENE of Takayama, Japan",earthquake,,5.8,,1,reviewed,us,us
2005-12-08T04:05:35.770Z,38.837,141.841,76.6,4.4,mwr,78,130.4,,0.66,us,usp000e5rt,2014-11-07T01:27:51.750Z,"28 km SSE of ?funato, Japan",earthquake,,5.1,,,reviewed,us,nied
2005-12-07T15:17:32.200Z,38.001,145.094,10,4.1,mwr,26,96.2,,0.79,us,usp000e5qq,2014-11-07T01:27:51.606Z,"off the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,nied
2005-12-07T14:02:49.860Z,32.785,141.793,10,4.3,mb,11,158.2,,0.56,us,usp000e5qg,2014-11-07T01:27:51.522Z,"295 km SSE of Katsuura, Japan",earthquake,,,,1,reviewed,us,us
2005-12-07T04:17:59.340Z,39.128,143.447,28.6,4.8,mwc,120,135.1,,0.73,us,usp000e5pk,2016-11-10T01:15:26.975Z,"134 km ESE of Yamada, Japan",earthquake,,,,,reviewed,us,hrv
2005-12-07T02:46:54.000Z,32.932,141.475,43.5,4.6,mb,43,114.5,,0.97,us,usp000e5pj,2014-11-07T01:27:51.410Z,"267 km SSE of Katsuura, Japan",earthquake,,12.4,,10,reviewed,us,us
2005-12-07T00:11:32.020Z,38.412,142.488,45,4.4,mb,11,216.7,,0.89,us,usp000e5pa,2014-11-07T01:27:51.387Z,"99 km SE of ?funato, Japan",earthquake,,29.6,,1,reviewed,us,us
2005-12-06T19:42:35.380Z,32.56,128.994,17.9,4.1,mwr,23,98.2,,1.11,us,usp000e5nz,2014-11-07T01:27:51.352Z,"20 km SE of Fukuech?, Japan",earthquake,,25.1,,,reviewed,us,nied
2005-12-06T18:58:13.780Z,34.969,140.097,63.3,3,m,6,155.2,,,us,usp000e5nw,2014-11-07T01:27:51.346Z,"14 km S of Kamogawa, Japan",earthquake,,,,,reviewed,jma,jma
2005-12-06T15:25:19.070Z,33.724,136.702,387.1,3.2,m,4,159.5,,,us,usp000e5nm,2014-11-07T01:27:51.330Z,"60 km SE of Owase, Japan",earthquake,,,,,reviewed,jma,jma
2005-12-06T02:00:02.170Z,34.738,139.776,131.9,4.4,mb,16,198.9,,0.37,us,usp000e5mf,2014-11-07T01:27:51.179Z,"28 km SSW of Tateyama, Japan",earthquake,,6.4,,5,reviewed,us,us
2005-12-05T22:24:24.150Z,32.908,141.611,35,4.2,mb,20,123,,0.78,us,usp000e5kz,2014-11-07T01:27:51.143Z,"275 km SSE of Katsuura, Japan",earthquake,,,,2,reviewed,us,us
2005-12-05T17:49:02.360Z,36.219,141.824,67.5,3.5,m,5,332.3,,,us,usp000e5km,2014-11-07T01:27:51.107Z,"104 km ENE of Hasaki, Japan",earthquake,,,,,reviewed,jma,jma
2005-12-05T12:50:42.010Z,26.457,125.175,203.9,4.4,mb,27,82.2,,1.25,us,usp000e5k0,2014-11-07T01:27:51.054Z,"183 km N of Hirara, Japan",earthquake,,7.9,,7,reviewed,us,us
2005-12-05T10:05:23.530Z,33.932,136.738,364.1,4.6,mb,22,132.4,,0.75,us,usp000e5jq,2014-11-07T01:27:50.956Z,"51 km ESE of Owase, Japan",earthquake,,5,,4,reviewed,us,us
2005-12-04T22:20:27.460Z,37.884,142.443,35.2,5.2,mwc,341,64.7,,0.69,us,usp000e5hr,2016-11-10T01:15:21.881Z,"116 km ESE of Ishinomaki, Japan",earthquake,,,,,reviewed,us,hrv
2005-12-04T21:07:34.440Z,29.278,130.326,46.6,4.4,mb,15,210.2,,0.69,us,usp000e5hj,2014-11-07T01:27:50.777Z,"107 km S of Yudomari, Japan",earthquake,,13.2,,4,reviewed,us,us
2005-12-04T18:03:17.640Z,40.143,142.639,45.7,5,mwc,144,123.7,,0.68,us,usp000e5hd,2016-11-10T01:15:21.337Z,"81 km NE of Miyako, Japan",earthquake,,,,,reviewed,us,hrv
2005-12-04T14:00:12.340Z,29.327,130.573,34.2,4.4,mb,24,128.1,,0.73,us,usp000e5h3,2014-11-07T01:27:50.702Z,"100 km S of Koshima, Japan",earthquake,,20.4,,8,reviewed,us,us
2005-12-04T11:27:17.040Z,29.272,130.495,37.4,4.4,mb,31,135.4,,0.76,us,usp000e5gw,2014-11-07T01:27:50.683Z,"106 km S of Yudomari, Japan",earthquake,,7.7,,10,reviewed,us,us
2005-12-04T11:21:28.090Z,29.209,130.535,50,4,mb,10,213.7,,0.44,us,usp000e5gv,2014-11-07T01:27:50.681Z,"113 km S of Koshima, Japan",earthquake,,0,,2,reviewed,us,us
